rowid,occurred_on,tipo,amount_cents,descricao,categoria
413,2025-07-25,despesa,1810,KC & Son & Sons,Lazer
414,2025-07-25,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
415,2025-07-26,despesa,2928,Tesco,Supermercado
416,2025-07-26,receita,23,Interest earned - Flexible Cash Funds,Rendimentos
417,2025-07-27,despesa,645,Tesco,Supermercado
418,2025-07-27,despesa,300,Tesco,Supermercado
419,2025-07-27,despesa,300,Centra,Supermercado
420,2025-07-27,despesa,65,Transport for Ireland - TFI,Transporte
421,2025-07-27,despesa,65,Transport for Ireland - TFI,Transporte
422,2025-07-27,despesa,750,McDonald's,Alimentação fora
423,2025-07-27,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
424,2025-07-28,despesa,78500,To Michael Quinn,Moradia
425,2025-07-28,despesa,65,Transport for Ireland - TFI,Transporte
426,2025-07-28,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
427,2025-07-29,despesa,670,Green Yard Café,Alimentação fora
428,2025-07-29,despesa,229,Transfer to Ines De Oliveira Alves Vieira Estrela,Moradia
429,2025-07-29,receita,23,Interest earned - Flexible Cash Funds,Rendimentos
430,2025-07-30,despesa,400,Eventmaster,Lazer
431,2025-07-30,receita,5000,From Flexible Cash Funds,Transferências internas
432,2025-07-30,despesa,5000,To Flexible Cash Funds,Transferências internas
433,2025-07-30,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
434,2025-07-31,despesa,165,An Post,Outras despesas
435,2025-07-31,despesa,3101,ALDI,Supermercado
436,2025-07-31,receita,5300,From Flexible Cash Funds,Transferências internas
437,2025-07-31,receita,23,Interest earned - Flexible Cash Funds,Rendimentos
438,2025-08-01,despesa,840,Gelato,Alimentação
439,2025-08-01,receita,694,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
440,2025-08-01,receita,10000,From Flexible Cash Funds,Transferências internas
441,2025-08-01,despesa,892,ALDI,Supermercado
442,2025-08-01,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
443,2025-08-02,despesa,15071,repayment,Empréstimos e Dívidas
444,2025-08-02,receita,2000,From Flexible Cash Funds,Transferências internas
445,2025-08-02,receita,23,Interest earned - Flexible Cash Funds,Rendimentos
446,2025-08-03,despesa,1379,ALDI,Supermercado
447,2025-08-03,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
448,2025-08-04,receita,1700,From Flexible Cash Funds,Transferências internas
449,2025-08-04,receita,143231,Payment from DR JOHN CLARKE,Salário
450,2025-08-04,despesa,80000,To Flexible Cash Funds,Transferências internas
451,2025-08-04,despesa,10000,To Flexible Cash Funds,Transferências internas
452,2025-08-04,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
453,2025-08-05,despesa,375,Dealz,Compras e Roupa
454,2025-08-05,despesa,1355,Fine Wines,Lazer
455,2025-08-05,receita,22,Interest earned - Flexible Cash Funds,Rendimentos
456,2025-08-06,despesa,10000,To Sonia Maria Ferreira Costa,Outras despesas
457,2025-08-06,despesa,3298,ALDI,Supermercado
458,2025-08-06,despesa,871,Pika,Marketing
459,2025-08-06,receita,16400,From Flexible Cash Funds,Transferências internas
460,2025-08-06,receita,25,Interest earned - Flexible Cash Funds,Rendimentos
461,2025-08-07,despesa,1374,Tesco,Supermercado
462,2025-08-07,despesa,625,Supermac's,Alimentação fora
463,2025-08-07,despesa,3160,Penneys,Compras e Roupa
464,2025-08-07,receita,25,Interest earned - Flexible Cash Funds,Rendimentos
465,2025-08-08,receita,24,Interest earned - Flexible Cash Funds,Rendimentos
466,2025-08-09,receita,24,Interest earned - Flexible Cash Funds,Rendimentos
467,2025-08-10,despesa,3442,ALDI,Supermercado
468,2025-08-10,despesa,359,Tesco,Supermercado
469,2025-08-10,despesa,1070,Luigi's Traditional Fi,Lazer
470,2025-08-10,receita,10000,From Flexible Cash Funds,Transferências internas
471,2025-08-10,despesa,9000,To Flexible Cash Funds,Transferências internas
472,2025-08-10,despesa,500,Transport for Ireland - TFI,Transporte
473,2025-08-10,despesa,2790,Omniplex,Lazer
474,2025-08-10,receita,25,Interest earned - Flexible Cash Funds,Rendimentos
475,2025-08-11,despesa,900,To Flexible Cash Funds,Transferências internas
476,2025-08-11,despesa,2900,Green Yard Café,Alimentação fora
477,2025-08-11,despesa,1370,ALDI,Supermercado
478,2025-08-11,receita,24,Interest earned - Flexible Cash Funds,Rendimentos
479,2025-08-12,despesa,2500,Three,Assinaturas e Digital
480,2025-08-12,despesa,1625,Temu,Compras e Roupa
481,2025-08-12,receita,24,Interest earned - Flexible Cash Funds,Rendimentos
482,2025-08-13,receita,10000,From Flexible Cash Funds,Transferências internas
483,2025-08-13,despesa,4000,To Sonia Maria Ferreira Costa,Outras despesas
484,2025-08-13,despesa,50,To Flexible Cash Funds,Transferências internas
485,2025-08-13,despesa,100,To Flexible Cash Funds,Transferências internas
486,2025-08-13,receita,25,Interest earned - Flexible Cash Funds,Rendimentos
487,2025-08-14,despesa,1700,Irish Citylink,Transporte
488,2025-08-14,despesa,1450,O'Sullivans Pharmacy,Saúde
489,2025-08-14,receita,4000,From Flexible Cash Funds,Transferências internas
490,2025-08-14,despesa,8000,To Flexible Cash Funds,Transferências internas
491,2025-08-14,receita,2000,From Flexible Cash Funds,Transferências internas
492,2025-08-14,despesa,95,To Flexible Cash Funds,Transferências internas
493,2025-08-14,receita,36,Interest earned - Flexible Cash Funds,Rendimentos
494,2025-08-15,despesa,905,SPAR Food & Fuel,Supermercado
495,2025-08-15,despesa,1900,To Flexible Cash Funds,Transferências internas
496,2025-08-15,receita,2500,From Flexible Cash Funds,Transferências internas
497,2025-08-15,despesa,2500,To Flexible Cash Funds,Transferências internas
498,2025-08-15,receita,3900,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
499,2025-08-15,despesa,1000,To investment account,Transferências internas
500,2025-08-15,despesa,900,To investment account,Transferências internas
501,2025-08-15,despesa,2000,To Flexible Cash Funds,Transferências internas
502,2025-08-15,receita,2156,Amundi PEA S&amp;P 500 UCITS ETF EUR Hedged Acc LYY1,Investimentos
503,2025-08-15,despesa,4000,QDVE,Investimentos
504,2025-08-15,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
505,2025-08-16,receita,3000,From Flexible Cash Funds,Transferências internas
506,2025-08-16,receita,17700,From Flexible Cash Funds,Transferências internas
507,2025-08-16,despesa,90,To Flexible Cash Funds,Transferências internas
508,2025-08-16,despesa,35,To Flexible Cash Funds,Transferências internas
509,2025-08-16,despesa,100,To Flexible Cash Funds,Transferências internas
510,2025-08-16,receita,10000,From Flexible Cash Funds,Transferências internas
511,2025-08-16,despesa,100,To Flexible Cash Funds,Transferências internas
512,2025-08-16,despesa,13000,To Flexible Cash Funds,Transferências internas
513,2025-08-16,receita,36,Interest earned - Flexible Cash Funds,Rendimentos
514,2025-08-17,despesa,300,Offbeat Donut Co.,Lazer
515,2025-08-17,despesa,10400,The North Face,Compras e Roupa
516,2025-08-17,despesa,65,Transport for Ireland - TFI,Transporte
517,2025-08-17,receita,1500,From Flexible Cash Funds,Transferências internas
518,2025-08-17,despesa,1,To Flexible Cash Funds,Transferências internas
519,2025-08-17,despesa,1500,To Flexible Cash Funds,Transferências internas
520,2025-08-17,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
521,2025-08-18,despesa,310,Daybreak,Supermercado
522,2025-08-18,despesa,399,SPAR Food & Fuel,Supermercado
523,2025-08-18,receita,500,From Flexible Cash Funds,Transferências internas
524,2025-08-18,despesa,48,To Flexible Cash Funds,Transferências internas
525,2025-08-18,receita,1000,From Flexible Cash Funds,Transferências internas
526,2025-08-18,despesa,1000,To Sonia Maria Ferreira Costa,Outras despesas
527,2025-08-18,despesa,452,Temu,Compras e Roupa
528,2025-08-18,receita,5000,From Flexible Cash Funds,Transferências internas
529,2025-08-18,despesa,77,To Flexible Cash Funds,Transferências internas
530,2025-08-18,receita,143230,Payment from DR JOHN CLARKE,Salário
531,2025-08-18,despesa,30000,To Flexible Cash Funds,Transferências internas
532,2025-08-18,despesa,7200,To Flexible Cash Funds,Transferências internas
533,2025-08-18,despesa,200,To Flexible Cash Funds,Transferências internas
534,2025-08-18,despesa,34,To Flexible Cash Funds,Transferências internas
535,2025-08-18,despesa,1,To Flexible Cash Funds,Transferências internas
536,2025-08-18,despesa,78,To Flexible Cash Funds,Transferências internas
537,2025-08-18,receita,36,Interest earned - Flexible Cash Funds,Rendimentos
538,2025-08-19,despesa,8400,To Joana Palminha irl,Transferências internas
539,2025-08-19,despesa,4666,Temu,Compras e Roupa
540,2025-08-19,despesa,1922,UK Visas and Immigration,Viagem
541,2025-08-19,despesa,1099,Netflix,Assinaturas e Digital
542,2025-08-19,receita,6900,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
543,2025-08-19,despesa,2623,ALDI,Supermercado
544,2025-08-19,despesa,91,To Flexible Cash Funds,Transferências internas
545,2025-08-19,receita,36,Interest earned - Flexible Cash Funds,Rendimentos
546,2025-08-20,despesa,1609,ALDI,Supermercado
547,2025-08-20,despesa,61,To Flexible Cash Funds,Transferências internas
548,2025-08-20,despesa,61,To Flexible Cash Funds,Transferências internas
549,2025-08-20,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
550,2025-08-21,despesa,1039,Irish Rail,Transporte
551,2025-08-21,despesa,1039,Irish Rail,Transporte
552,2025-08-21,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
553,2025-08-22,despesa,55,To Flexible Cash Funds,Transferências internas
554,2025-08-22,despesa,100,To Flexible Cash Funds,Transferências internas
555,2025-08-22,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
556,2025-08-23,despesa,500,Transport for Ireland - TFI,Transporte
557,2025-08-23,despesa,245,Carriage Food Services,Alimentação
558,2025-08-23,despesa,74,To Flexible Cash Funds,Transferências internas
559,2025-08-23,receita,38,Interest earned - Flexible Cash Funds,Rendimentos
560,2025-08-24,despesa,3226,Polonez,Supermercado
561,2025-08-24,despesa,45,To Flexible Cash Funds,Transferências internas
562,2025-08-24,despesa,100,To Flexible Cash Funds,Transferências internas
563,2025-08-24,despesa,10,To Flexible Cash Funds,Transferências internas
564,2025-08-24,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
565,2025-08-25,despesa,78500,To Michael Quinn,Moradia
566,2025-08-25,despesa,755,Tesco,Supermercado
567,2025-08-25,receita,1056,From Flexible Cash Funds,Transferências internas
568,2025-08-25,despesa,2890,Lookfantastic,Compras e Roupa
569,2025-08-25,despesa,1600,Penneys,Compras e Roupa
570,2025-08-25,despesa,48,To Flexible Cash Funds,Transferências internas
571,2025-08-25,despesa,80,To Flexible Cash Funds,Transferências internas
572,2025-08-25,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
573,2025-08-26,despesa,352,Temu,Compras e Roupa
574,2025-08-26,despesa,1420,ALDI,Supermercado
575,2025-08-26,receita,38,Interest earned - Flexible Cash Funds,Rendimentos
576,2025-08-27,receita,3000,From Flexible Cash Funds,Transferências internas
577,2025-08-27,despesa,3000,To Joana Palminha irl,Transferências internas
578,2025-08-27,despesa,100,To Flexible Cash Funds,Transferências internas
579,2025-08-27,despesa,700,To Joana Palminha irl,Transferências internas
580,2025-08-27,despesa,70,To Flexible Cash Funds,Transferências internas
581,2025-08-27,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
582,2025-08-28,despesa,530,Tesco,Supermercado
583,2025-08-28,despesa,1200,Irish Rail,Transporte
584,2025-08-28,receita,700,Penneys,Reembolso
585,2025-08-28,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
586,2025-08-29,despesa,50,To Flexible Cash Funds,Transferências internas
587,2025-08-29,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
588,2025-08-30,receita,7500,From Flexible Cash Funds,Transferências internas
589,2025-08-30,despesa,40,To Flexible Cash Funds,Transferências internas
590,2025-08-30,despesa,14,To Flexible Cash Funds,Transferências internas
591,2025-08-30,despesa,4,To Flexible Cash Funds,Transferências internas
592,2025-08-30,despesa,150,Penneys,Compras e Roupa
593,2025-08-30,despesa,44,To Flexible Cash Funds,Transferências internas
594,2025-08-30,despesa,95,To Flexible Cash Funds,Transferências internas
595,2025-08-30,despesa,60,To Flexible Cash Funds,Transferências internas
596,2025-08-30,despesa,1386,The Milkman,Lazer
597,2025-08-30,despesa,1160,Bright Bus,Viagem
598,2025-08-30,despesa,656,Premier,Viagem
599,2025-08-30,despesa,84,To Flexible Cash Funds,Transferências internas
600,2025-08-30,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
601,2025-08-31,despesa,1705,Five Guys,Alimentação
602,2025-08-31,despesa,696,St Giles' Cathedral,Viagem
603,2025-08-31,despesa,940,Tesco,Viagem
604,2025-08-31,receita,15500,From Flexible Cash Funds,Transferências internas
605,2025-08-31,despesa,15500,To Joana Palminha,Transferências internas
606,2025-08-31,despesa,5,To Flexible Cash Funds,Transferências internas
607,2025-08-31,despesa,21,To Flexible Cash Funds,Transferências internas
608,2025-08-31,receita,4900,From Flexible Cash Funds,Transferências internas
609,2025-08-31,despesa,47,To Flexible Cash Funds,Transferências internas
610,2025-08-31,despesa,453,Not Just Coffee Wes,Viagem
611,2025-08-31,despesa,579,Book Lovers Bookshop,Lazer
612,2025-08-31,despesa,24,To Flexible Cash Funds,Transferências internas
613,2025-08-31,despesa,83,To Flexible Cash Funds,Transferências internas
614,2025-08-31,despesa,83,To Flexible Cash Funds,Transferências internas
615,2025-08-31,receita,38,Interest earned - Flexible Cash Funds,Rendimentos
616,2025-09-01,despesa,395,Considerit,Alimentação
617,2025-09-01,despesa,582,Midland Bluebird,Viagem
618,2025-09-01,despesa,256,Lothian Buses,Viagem
619,2025-09-01,despesa,900,To Joana Palminha,Transferências internas
620,2025-09-01,receita,143230,Payment from DR JOHN CLARKE,Salário
621,2025-09-01,despesa,60000,To Flexible Cash Funds,Transferências internas
622,2025-09-01,receita,291,Recebimento (Gabriel Garcia de Araujo) — 50% de Midland Bluebird,Outras receitas
623,2025-09-01,receita,580,Recebimento (Gabriel Garcia de Araujo) — 50% de Bright Bus,Outras receitas
624,2025-09-01,receita,227,Recebimento (Gabriel Garcia de Araujo) — 50% de Not Just Coffee Wes,Outras receitas
625,2025-09-01,receita,348,Recebimento (Gabriel Garcia de Araujo) — 50% de St Giles' Cathedral,Outras receitas
626,2025-09-01,receita,328,Recebimento (Gabriel Garcia de Araujo) — 50% de Premier,Outras receitas
627,2025-09-01,receita,470,Recebimento (Gabriel Garcia de Araujo) — 50% de Tesco,Outras receitas
628,2025-09-01,despesa,1120,Pagamento (Gabriel Garcia de Araujo) — 50% de Uber,Viagem
629,2025-09-01,despesa,580,Pagamento (Gabriel Garcia de Araujo) — 50% de Destiny Student,Viagem
630,2025-09-01,despesa,1999,Pagamento (Gabriel Garcia de Araujo) — 50% de Nando's,Viagem
631,2025-09-01,receita,37,Interest earned - Flexible Cash Funds,Rendimentos
632,2025-09-02,despesa,1976,West End Brasserie,Viagem
633,2025-09-02,despesa,15071,repayment,Empréstimos e Dívidas
634,2025-09-02,despesa,60000,To Atlantic Technological University ATU,Educação
635,2025-09-02,despesa,100,To Flexible Cash Funds,Transferências internas
636,2025-09-02,receita,35,Interest earned - Flexible Cash Funds,Rendimentos
637,2025-09-03,despesa,4300,Irish Citylink,Transporte
638,2025-09-03,despesa,43,To Flexible Cash Funds,Transferências internas
639,2025-09-03,receita,2500,From Flexible Cash Funds,Transferências internas
640,2025-09-03,receita,39,Interest earned - Flexible Cash Funds,Rendimentos
641,2025-09-04,receita,2000,Payment from JOANA FILIPA COSTA PALMINHA,Transferências internas
642,2025-09-04,despesa,2000,To Flexible Cash Funds,Transferências internas
643,2025-09-04,despesa,2457,ALDI,Supermercado
644,2025-09-04,receita,600,From Flexible Cash Funds,Transferências internas
645,2025-09-04,receita,1800,From Flexible Cash Funds,Transferências internas
646,2025-09-04,receita,39,Interest earned - Flexible Cash Funds,Rendimentos
647,2025-09-05,receita,39,Interest earned - Flexible Cash Funds,Rendimentos
648,2025-09-06,receita,7700,From Flexible Cash Funds,Transferências internas
649,2025-09-06,despesa,13,To Flexible Cash Funds,Transferências internas
650,2025-09-06,despesa,50,To Flexible Cash Funds,Transferências internas
651,2025-09-06,despesa,40,To Flexible Cash Funds,Transferências internas
652,2025-09-06,receita,10000,From Flexible Cash Funds,Transferências internas
653,2025-09-06,despesa,90,To Flexible Cash Funds,Transferências internas
654,2025-09-06,despesa,70,To Flexible Cash Funds,Transferências internas
655,2025-09-06,receita,38,Interest earned - Flexible Cash Funds,Rendimentos
656,2025-09-07,despesa,150,Dealz,Compras e Roupa
657,2025-09-07,despesa,7510,Penneys,Compras e Roupa
658,2025-09-07,despesa,4,To Flexible Cash Funds,Transferências internas
659,2025-09-07,despesa,35,To Flexible Cash Funds,Transferências internas
660,2025-09-07,despesa,360,Perfect Gifts Of Irela,Compras e Roupa
661,2025-09-07,receita,2000,From Flexible Cash Funds,Transferências internas
662,2025-09-07,despesa,100,To Flexible Cash Funds,Transferências internas
